command,Vm
71.9699,-12.8937
71.9756,-12.9875
71.9813,-13.025
71.987,-12.9625
71.9928,-13.0813
71.9985,-13.0687
72.0042,-12.875
72.0099,-12.8687
72.0156,-12.9
72.0213,-12.9062
72.027,-12.8062
72.0328,-12.7875
72.0385,-12.775
72.0442,-12.8562
72.0499,-12.8937
72.0556,-12.8625
72.0613,-12.8062
72.067,-12.95
72.0727,-12.9
72.0784,-12.825
72.0841,-12.9187
72.0898,-12.9625
72.0955,-12.9
72.1012,-12.9938
72.1069,-12.8687
72.1126,-12.8562
72.1183,-13.025
72.124,-12.8813
72.1297,-12.8188
72.1354,-12.7562
72.1411,-12.7688
72.1468,-12.85
72.1525,-12.6937
72.1582,-12.6937
72.1639,-12.65
72.1696,-12.5812
72.1753,-12.6687
72.181,-12.5312
72.1867,-12.4188
72.1924,-12.5562
72.1981,-12.55
72.2037,-12.5188
72.2094,-12.5312
72.2151,-12.5312
72.2208,-12.5312
72.2265,-12.6062
72.2322,-12.475
72.2379,-12.5938
72.2435,-12.5938
72.2492,-12.4312
72.2549,-12.525
72.2606,-12.5
72.2663,-12.4563
72.2719,-12.5938
72.2776,-12.5812
72.2833,-12.625
72.289,-12.5938
72.2946,-12.7
72.3003,-12.5312
72.306,-12.55
72.3117,-12.5812
72.3173,-12.6
72.323,-12.5437
72.3287,-12.625
72.3343,-12.7
72.34,-12.5562
72.3457,-12.775
72.3513,-12.6
72.357,-12.4125
72.3627,-12.5938
72.3683,-12.5063
72.374,-12.3688
72.3797,-12.6
72.3853,-12.675
72.391,-12.5437
72.3967,-12.4937
72.4023,-12.4375
72.408,-12.5063
72.4136,-12.6875
72.4193,-12.575
72.4249,-12.6
72.4306,-12.6188
72.4362,-12.6312
72.4419,-12.7313
72.4476,-12.8062
72.4532,-12.8062
72.4589,-12.8687
72.4645,-12.9688
72.4702,-12.9625
72.4758,-12.9062
72.4815,-13
72.4871,-13
72.4928,-12.975
72.4984,-12.9187
72.504,-13.0188
72.5097,-13.0938
72.5153,-12.9313
72.521,-12.9875
72.5266,-13
72.5323,-13.1625
72.5379,-13.0562
72.5435,-13.1
72.5492,-13.0938
72.5548,-13
72.5604,-13.1187
72.5661,-13.1313
72.5717,-13.2625
72.5774,-13.1
72.583,-13.3563
72.5886,-13.4687
72.5943,-13.6312
72.5999,-13.6188
72.6055,-13.6562
72.6111,-13.5563
72.6168,-13.7
72.6224,-13.8562
72.628,-13.8438
72.6337,-13.7375
72.6393,-13.9563
72.6449,-13.8062
72.6505,-13.8625
72.6562,-13.9
72.6618,-14.0813
72.6674,-13.9688
72.673,-14.15
72.6786,-14.0188
72.6843,-14.1813
72.6899,-14.1437
72.6955,-14.3125
72.7011,-14.2375
72.7067,-14.3687
72.7123,-14.2625
72.7179,-14.375
72.7236,-14.2188
72.7292,-14.4562
72.7348,-14.3187
72.7404,-14.4812
72.746,-14.375
72.7516,-14.3
72.7572,-14.2688
72.7628,-14.2812
72.7684,-14.3313
72.774,-14.2438
72.7796,-14.2375
72.7853,-14.2
72.7909,-14.3
72.7965,-14.4062
72.8021,-14.4938
72.8077,-14.5125
72.8133,-14.5187
72.8189,-14.6438
72.8245,-14.5687
72.8301,-14.75
72.8357,-14.6812
72.8413,-14.6687
72.8468,-14.6938
72.8524,-14.75
72.858,-14.5687
72.8636,-14.6312
72.8692,-14.4938
72.8748,-14.5875
72.8804,-14.325
72.886,-14.3813
72.8916,-14.3562
72.8972,-14.1937
72.9028,-14.275
72.9083,-14.2438
72.9139,-14.1875
72.9195,-14.2625
72.9251,-14.2125
72.9307,-14.1687
72.9363,-14.2188
72.9418,-14.2625
72.9474,-14.2688
72.953,-14.1562
72.9586,-14.3313
72.9642,-14.1562
72.9697,-14.325
72.9753,-14.2875
72.9809,-14.2875
72.9865,-14.175
72.992,-14.2812
72.9976,-14.0312
73.0032,-14.0375
73.0088,-13.9563
73.0143,-13.9437
73.0199,-13.9313
73.0255,-13.9688
73.031,-14.025
73.0366,-13.925
73.0422,-13.9937
73.0477,-14.05
73.0533,-13.95
73.0589,-14.1187
73.0644,-14.0562
73.07,-13.8688
73.0756,-14.0312
73.0811,-14.1
73.0867,-14.1937
73.0922,-13.9937
73.0978,-14.125
73.1033,-13.875
73.1089,-13.9813
73.1145,-14.025
73.12,-13.75
73.1256,-13.7063
73.1311,-13.725
73.1367,-13.85
73.1422,-13.7437
73.1478,-13.8625
73.1533,-13.8
73.1589,-13.9
73.1644,-13.975
73.17,-13.9
73.1755,-13.925
73.1811,-14.0312
73.1866,-14.1313
73.1922,-14.0062
73.1977,-14.1625
73.2032,-13.95
73.2088,-13.975
73.2143,-13.9813
73.2199,-13.8688
73.2254,-13.925
73.2309,-13.7375
73.2365,-13.7063
73.242,-13.6062
73.2476,-13.6562
73.2531,-13.6125
73.2586,-13.6062
73.2642,-13.5375
73.2697,-13.6562
73.2752,-13.6625
73.2808,-13.7688
73.2863,-13.5687
73.2918,-13.6625
73.2973,-13.7312
73.3029,-13.7437
73.3084,-13.6812
73.3139,-13.6937
73.3195,-13.875
73.325,-13.7563
73.3305,-13.825
73.336,-13.7312
73.3416,-13.7812
73.3471,-13.6
73.3526,-13.7312
73.3581,-13.6375
73.3636,-13.7312
73.3691,-13.6875
73.3747,-13.7625
73.3802,-13.7688
73.3857,-13.5875
73.3912,-13.6688
73.3967,-13.8688
73.4022,-13.7625
73.4078,-13.7125
73.4133,-13.7188
73.4188,-13.875
73.4243,-13.6875
73.4298,-13.7875
73.4353,-13.7063
73.4408,-13.825
73.4463,-13.7688
73.4518,-13.7125
73.4573,-13.675
73.4628,-13.8062
73.4683,-13.6438
73.4738,-13.6688
73.4793,-13.6625
73.4848,-13.7375
73.4903,-13.6062
73.4958,-13.7188
73.5013,-13.7937
73.5068,-13.75
73.5123,-13.7812
73.5178,-13.7563
73.5233,-13.9
73.5288,-13.8375
73.5343,-13.8062
73.5398,-13.8937
73.5453,-13.8937
73.5508,-13.8438
73.5563,-13.9937
73.5618,-13.8937
73.5673,-13.9313
73.5727,-13.8062
73.5782,-14.0062
73.5837,-13.9
73.5892,-13.9313
73.5947,-14.1062
73.6002,-13.8875
73.6057,-14.0562
73.6111,-14.0875
73.6166,-14.1437
73.6221,-14.2562
73.6276,-14.1437
73.6331,-14.1437
73.6385,-14.1062
73.644,-14.2938
73.6495,-14.2312
73.655,-14.0875
73.6604,-14.2688
73.6659,-14.2688
73.6714,-14.1875
73.6769,-14.2938
73.6823,-14.2188
73.6878,-14.1187
73.6933,-14.2
73.6987,-14.3125
73.7042,-14.1687
73.7097,-14.1813
73.7151,-14.2688
73.7206,-14.1562
73.7261,-14.2625
73.7315,-14.2375
73.737,-14.325
73.7425,-14.2375
73.7479,-14.3062
73.7534,-14.3438
73.7588,-14.3938
73.7643,-14.4062
73.7698,-14.4062
73.7752,-14.3187
73.7807,-14.1125
73.7861,-14.2562
73.7916,-14.025
73.797,-14.0813
73.8025,-14.125
73.8079,-14.05
73.8134,-13.8312
73.8188,-13.9563
73.8243,-14.1625
73.8297,-14.0688
73.8352,-14.0125
73.8406,-13.9375
73.8461,-14.1187
73.8515,-14.05
73.857,-13.8625
73.8624,-13.975
73.8679,-13.9187
73.8733,-14.025
73.8788,-13.9813
73.8842,-14.0688
73.8896,-13.8562
73.8951,-14.0562
73.9005,-14.0062
73.9059,-13.9187
73.9114,-13.8188
73.9168,-13.8688
73.9222,-13.9125
73.9277,-13.8688
73.9331,-13.7125
73.9385,-13.8812
73.944,-13.7
73.9494,-13.675
73.9548,-13.9187
73.9603,-13.9563
73.9657,-13.9688
73.9711,-13.8688
73.9766,-13.8062
73.982,-13.9125
73.9874,-13.7812
73.9928,-13.9375
73.9983,-13.8562
74.0037,-13.6062
74.0091,-13.8312
74.0145,-13.5
74.0199,-13.5125
74.0254,-13.6562
74.0308,-13.3687
74.0362,-13.5
74.0416,-13.5563
74.047,-13.4375
74.0524,-13.35
74.0579,-13.5437
74.0633,-13.3563
74.0687,-13.4687
74.0741,-13.3875
74.0795,-13.3
74.0849,-13.4062
74.0903,-13.3563
74.0957,-13.3812
74.1011,-13.4
74.1065,-13.1625
74.112,-13.2438
74.1174,-13.2188
74.1228,-13.2188
74.1282,-13.0938
74.1336,-13.3
74.139,-13.0625
74.1444,-13.1812
74.1498,-13.0562
74.1552,-12.9562
74.1606,-13.0625
74.166,-13.1438
74.1714,-12.9938
74.1768,-13
74.1821,-13
74.1875,-13.1
74.1929,-13.1313
74.1983,-12.9875
74.2037,-12.9688
74.2091,-13.0062
74.2145,-12.9437
74.2199,-12.8813
74.2253,-13.0062
74.2307,-12.9562
74.2361,-12.9
74.2414,-12.975
74.2468,-13
74.2522,-13
74.2576,-13.0312
74.263,-12.925
74.2684,-13.0438
74.2737,-12.9562
74.2791,-13.125
74.2845,-13.1
74.2899,-13.1875
74.2953,-13.1375
74.3006,-13.1375
74.306,-13.1375
74.3114,-13.2625
74.3168,-13.3063
74.3221,-13.1313
74.3275,-13.4062
74.3329,-13.3063
74.3382,-13.325
74.3436,-13.2375
74.349,-13.2875
74.3544,-13.2438
74.3597,-13.2937
74.3651,-13.2188
74.3705,-13.1625
74.3758,-13.25
74.3812,-13.175
74.3865,-13.2937
74.3919,-13.2062
74.3973,-13.3812
74.4026,-13.2812
74.408,-13.4312
74.4134,-13.3313
74.4187,-13.2
74.4241,-13.325
74.4294,-13.4625
74.4348,-13.3187
74.4401,-13.2687
74.4455,-13.3375
74.4508,-13.3187
74.4562,-13.5063
74.4615,-13.4312
74.4669,-13.575
74.4722,-13.4563
74.4776,-13.5125
74.4829,-13.4937
74.4883,-13.425
74.4936,-13.5563
74.499,-13.5
74.5043,-13.4875
74.5097,-13.4062
74.515,-13.4062
74.5204,-13.5063
74.5257,-13.4812
74.531,-13.5563
74.5364,-13.6125
74.5417,-13.6312
74.5471,-13.6312
74.5524,-13.6625
74.5577,-13.7312
74.5631,-13.6688
74.5684,-13.7375
74.5737,-13.8
74.5791,-13.7312
74.5844,-13.6937
74.5897,-13.6312
74.5951,-13.75
74.6004,-13.5875
74.6057,-13.6937
74.6111,-13.5875
74.6164,-13.5375
74.6217,-13.3438
74.627,-13.3187
74.6324,-13.3812
74.6377,-13.5625
74.643,-13.5812
74.6483,-13.6312
74.6537,-13.6875
74.659,-13.6375
74.6643,-13.8
74.6696,-13.6812
74.6749,-13.7437
74.6803,-13.6625
74.6856,-13.7125
74.6909,-13.5812
74.6962,-13.6
74.7015,-13.5187
74.7068,-13.5125
74.7121,-13.5625
74.7175,-13.4812
74.7228,-13.4687
74.7281,-13.5312
74.7334,-13.5312
74.7387,-13.4187
74.744,-13.2687
74.7493,-13.3563
74.7546,-13.3375
74.7599,-13.2125
74.7652,-13.2937
74.7705,-13.0938
74.7758,-13.1625
74.7811,-13.0562
74.7864,-13.0625
74.7917,-13.0062
74.797,-12.9875
74.8023,-13.1562
74.8076,-13.0375
74.8129,-12.8062
74.8182,-12.9812
74.8235,-12.7313
74.8288,-12.8562
74.8341,-12.7875
74.8394,-12.6875
74.8447,-12.6937
74.85,-12.5875
74.8553,-12.4437
74.8605,-12.4937
74.8658,-12.5188
74.8711,-12.6188
74.8764,-12.4688
74.8817,-12.4062
74.887,-12.475
74.8923,-12.5312
74.8975,-12.5312
74.9028,-12.3688
74.9081,-12.2563
74.9134,-12.4688
74.9187,-12.2687
74.924,-12.2312
74.9292,-12.2312
74.9345,-12.2437
74.9398,-12.1438
74.9451,-12.1875
74.9503,-12.1375
74.9556,-12.1063
74.9609,-12.0875
74.9662,-12.15
74.9714,-12.2187
74.9767,-12.0938
74.982,-12.2687
74.9872,-12.225
74.9925,-12.1875
74.9978,-12.2687
75.003,-12.25
75.0083,-12.4625
75.0136,-12.375
75.0188,-12.5437
75.0241,-12.4062
75.0294,-12.5312
75.0346,-12.4062
75.0399,-12.475
75.0451,-12.4563
75.0504,-12.3938
75.0557,-12.5312
75.0609,-12.4937
75.0662,-12.675
75.0714,-12.5688
75.0767,-12.5
75.0819,-12.7
75.0872,-12.75
75.0924,-12.7875
75.0977,-12.85
75.1029,-12.7875
75.1082,-12.9313
75.1134,-12.9562
75.1187,-12.9
75.1239,-12.9562
75.1292,-13
75.1344,-13.0687
75.1397,-13.1875
75.1449,-13.2438
75.1502,-13.0938
75.1554,-13.2812
75.1606,-13.2438
75.1659,-13.4187
75.1711,-13.2937
75.1764,-13.3812
75.1816,-13.5375
75.1868,-13.4
75.1921,-13.6562
75.1973,-13.6375
75.2025,-13.5563
75.2078,-13.8562
75.213,-13.6312
75.2182,-13.8375
75.2235,-13.875
75.2287,-13.7375
75.2339,-13.8625
75.2392,-13.6875
75.2444,-13.9125
75.2496,-13.7312
75.2548,-13.9375
75.2601,-13.7375
75.2653,-13.7875
75.2705,-13.825
75.2757,-13.8562
75.2809,-13.875
75.2862,-14.0062
75.2914,-13.9313
75.2966,-14.0688
75.3018,-14
75.307,-14.0937
75.3123,-14.1937
75.3175,-14.1437
75.3227,-14.1437
75.3279,-14.1
75.3331,-14.25
75.3383,-14.2312
75.3435,-14.2188
75.3488,-14.1437
75.354,-14.2625
75.3592,-14.1937
75.3644,-14.1813
75.3696,-14.15
75.3748,-14.1937
75.38,-14.1125
75.3852,-14.2375
75.3904,-14.2562
75.3956,-14.2812
75.4008,-14.1562
75.406,-14.4
75.4112,-14.3062
75.4164,-14.2062
75.4216,-14.275
75.4268,-14.2625
75.432,-14.2188
75.4372,-14.3875
75.4424,-14.2375
75.4476,-14.2688
75.4528,-14.3687
75.458,-14.2
75.4632,-14.2
75.4684,-14.2625
75.4736,-14.1562
75.4787,-14.0875
75.4839,-14.1625
75.4891,-14.0937
75.4943,-14.0625
75.4995,-13.975
75.5047,-14.0312
75.5099,-14.0312
75.5151,-14.05
75.5202,-14.0375
75.5254,-14.225
75.5306,-14.1437
75.5358,-14.1125
75.541,-14.2375
75.5461,-14.3375
75.5513,-14.1875
75.5565,-14.1875
75.5617,-14.2438
75.5668,-14.2938
75.572,-14.1875
75.5772,-14.1937
75.5824,-14.2
75.5875,-14.05
75.5927,-13.9125
75.5979,-14.075
75.603,-13.9062
75.6082,-13.9375
75.6134,-14.1313
75.6185,-13.8875
75.6237,-13.9187
75.6289,-13.9625
75.634,-13.9688
75.6392,-13.8812
75.6444,-13.775
75.6495,-13.8812
75.6547,-13.9187
75.6599,-13.725
75.665,-13.75
75.6702,-13.8188
75.6753,-13.6062
75.6805,-13.5063
75.6856,-13.5125
75.6908,-13.4187
75.6959,-13.35
75.7011,-13.45
75.7063,-13.2812
75.7114,-13.1812
75.7166,-13.1687
75.7217,-13.1187
75.7269,-13.0875
75.732,-13.1313
75.7372,-13.1562
75.7423,-13.1625
75.7474,-13
75.7526,-13.2125
75.7577,-13.0875
75.7629,-12.9812
75.768,-13.0375
75.7732,-13.0687
75.7783,-13.1
75.7834,-13.0188
75.7886,-12.8062
75.7937,-12.9313
75.7989,-12.9938
75.804,-12.825
75.8091,-12.8062
75.8143,-12.8125
75.8194,-12.9437
75.8245,-12.8625
75.8297,-12.7812
75.8348,-12.9
75.8399,-13
75.845,-12.8813
75.8502,-12.8875
75.8553,-13
75.8604,-12.8687
75.8656,-13.0125
75.8707,-12.8562
75.8758,-12.8937
75.8809,-12.975
75.886,-13
75.8912,-12.8062
75.8963,-12.975
75.9014,-13.0562
75.9065,-12.9625
75.9117,-12.8375
75.9168,-12.8625
75.9219,-12.9
75.927,-12.8625
75.9321,-12.8875
75.9372,-12.9062
75.9423,-12.8813
75.9475,-12.9125
75.9526,-13.0562
75.9577,-13.0562
75.9628,-13.0875
75.9679,-13.0125
75.973,-13.1812
75.9781,-13.125
75.9832,-13.175
75.9883,-13.1562
75.9934,-13.2375
75.9985,-13.3812
76.0036,-13.2312
76.0087,-13.2812
76.0138,-13.325
76.0189,-13.3063
76.024,-13.3187
76.0291,-13.2312
76.0342,-13.2875
76.0393,-13.375
76.0444,-13.425
76.0495,-13.3563
76.0546,-13.4312
76.0597,-13.5875
76.0648,-13.4812
76.0699,-13.6312
76.075,-13.8438
76.0801,-13.875
76.0852,-13.9187
76.0903,-13.875
76.0953,-13.9125
76.1004,-13.9625
76.1055,-14
76.1106,-13.95
76.1157,-13.9313
76.1208,-13.925
76.1259,-13.9
76.1309,-13.9625
76.136,-13.875
76.1411,-13.9437
76.1462,-13.9625
76.1513,-13.9313
76.1563,-14.15
76.1614,-14.0062
76.1665,-14.1437
76.1716,-14.1625
76.1766,-14.2375
76.1817,-14.3562
76.1868,-14.3062
76.1919,-14.4562
76.1969,-14.3125
76.202,-14.3625
76.2071,-14.3187
76.2121,-14.3313
76.2172,-14.2125
76.2223,-14.4375
76.2273,-14.2375
76.2324,-14.3687
76.2375,-14.3813
76.2425,-14.4688
76.2476,-14.3438
76.2526,-14.4062
76.2577,-14.4125
76.2628,-14.4438
76.2678,-14.5437
76.2729,-14.3125
76.2779,-14.4438
76.283,-14.575
76.288,-14.5938
76.2931,-14.5187
76.2982,-14.3062
76.3032,-14.3813
76.3083,-14.4438
76.3133,-14.5187
76.3184,-14.4875
76.3234,-14.4187
76.3285,-14.4062
76.3335,-14.275
76.3386,-14.475
76.3436,-14.4812
76.3486,-14.4938
76.3537,-14.325
76.3587,-14.5938
76.3638,-14.4625
76.3688,-14.5187
76.3739,-14.4125
76.3789,-14.4375
76.3839,-14.4062
76.389,-14.5687
76.394,-14.6125
76.399,-14.55
76.4041,-14.4562
76.4091,-14.7
76.4142,-14.575
76.4192,-14.45
76.4242,-14.4875
76.4293,-14.5938
76.4343,-14.6187
76.4393,-14.5563
76.4443,-14.5875
76.4494,-14.5
76.4544,-14.3938
76.4594,-14.6875
76.4644,-14.5125
76.4695,-14.575
76.4745,-14.6375
76.4795,-14.4562
76.4845,-14.6375
76.4896,-14.5
76.4946,-14.6687
76.4996,-14.6375
76.5046,-14.7875
76.5096,-14.775
76.5146,-14.7187
76.5197,-14.7375
76.5247,-14.8625
76.5297,-14.8875
76.5347,-14.7312
76.5397,-14.875
76.5447,-14.8063
76.5497,-14.9563
76.5547,-14.95
76.5598,-14.8562
76.5648,-14.9312
76.5698,-14.925
76.5748,-14.9563
76.5798,-15
76.5848,-14.9875
76.5898,-15.0312
76.5948,-15.1562
76.5998,-15.2375
76.6048,-15.1813
76.6098,-15.1375
76.6148,-15.1687
76.6198,-15.1875
76.6248,-15.325
76.6298,-15.175
76.6348,-15.2812
76.6398,-15.1375
76.6448,-15.1937
76.6498,-15.2313
76.6548,-15.2875
76.6598,-15.2875
76.6647,-15.1562
76.6697,-15.1875
76.6747,-15.3062
76.6797,-15.3062
76.6847,-15.2562
76.6897,-15.3
76.6947,-15.4
76.6997,-15.2875
76.7047,-15.3437
76.7096,-15.4562
76.7146,-15.3875
76.7196,-15.5
76.7246,-15.4437
76.7296,-15.4562
76.7345,-15.3813
76.7395,-15.5062
76.7445,-15.6062
76.7495,-15.3937
76.7544,-15.525
76.7594,-15.4437
76.7644,-15.3875
76.7694,-15.4938
76.7743,-15.5188
76.7793,-15.4125
76.7843,-15.65
76.7893,-15.575
76.7942,-15.5438
76.7992,-15.7687
76.8042,-15.7125
76.8091,-15.7
76.8141,-15.6562
76.819,-15.6687
76.824,-15.5687
76.829,-15.7875
76.8339,-15.6625
76.8389,-15.675
76.8439,-15.6875
76.8488,-15.5813
76.8538,-15.7875
76.8587,-15.5562
76.8637,-15.6313
76.8686,-15.65
76.8736,-15.625
76.8786,-15.7062
76.8835,-15.6687
76.8885,-15.75
76.8934,-15.8438
76.8984,-15.9312
76.9033,-16.0312
76.9083,-15.8313
76.9132,-16.0063
76.9182,-15.9625
76.9231,-15.9563
76.928,-15.8438
76.933,-15.9937
76.9379,-16.0312
76.9429,-15.8875
76.9478,-15.9375
76.9528,-15.9937
76.9577,-15.9
76.9626,-15.9375
76.9676,-15.8875
76.9725,-15.8875
76.9775,-15.7438
76.9824,-15.8687
76.9873,-15.8
76.9923,-15.8313
76.9972,-15.7875
77.0021,-15.9
77.007,-15.8438
77.012,-15.7687
77.0169,-15.75
77.0218,-15.975
77.0268,-15.9
77.0317,-15.9375
77.0366,-15.9812
77.0415,-15.775
77.0465,-15.8938
77.0514,-15.9812
77.0563,-15.95
77.0612,-16.05
77.0662,-15.9062
77.0711,-15.75
77.076,-16.0437
77.0809,-15.85
77.0858,-15.9563
77.0908,-15.8938
77.0957,-16.0625
77.1006,-15.9625
77.1055,-16.1875
77.1104,-16.0312
77.1153,-15.9812
77.1202,-15.9
77.1252,-16.0437
77.1301,-16.0562
77.135,-16.0687
77.1399,-16.075
77.1448,-16.0812
77.1497,-15.9125
77.1546,-16.0625
77.1595,-16.0375
77.1644,-16.15
77.1693,-16.1812
77.1742,-16.0875
77.1791,-16.0187
77.184,-16.0625
77.1889,-16.1437
77.1938,-15.9
77.1987,-16.15
77.2036,-16.0125
77.2085,-16.1
77.2134,-16.0187
77.2183,-16.025
77.2232,-16.1
77.2281,-16.1562
77.233,-16.1875
77.2379,-16.0812
77.2428,-16.3062
77.2477,-16.175
77.2525,-16.25
77.2574,-16.2188
77.2623,-16.1312
77.2672,-16.2312
77.2721,-16.2
77.277,-16.1875
77.2818,-16.2125
77.2867,-16.2687
77.2916,-16.3188
77.2965,-16.35
77.3014,-16.2188
77.3062,-16.425
77.3111,-16.3125
77.316,-16.275
77.3209,-16.2125
77.3258,-16.25
77.3306,-16.2625
77.3355,-16.2563
77.3404,-16.2
77.3452,-16.2062
77.3501,-16.2312
77.355,-16.175
77.3599,-16.15
77.3647,-16.0938
77.3696,-16.1
77.3745,-15.9062
77.3793,-16.0125
77.3842,-15.9563
77.3891,-15.9563
77.3939,-15.9687
77.3988,-15.8938
77.4036,-15.9
77.4085,-15.9438
77.4134,-16.0063
77.4182,-15.9375
77.4231,-15.8812
77.4279,-15.8438
77.4328,-15.9
77.4377,-15.7
77.4425,-15.8687
77.4474,-15.6875
77.4522,-15.9312
77.4571,-15.8125
77.4619,-15.6438
77.4668,-15.6938
77.4716,-15.6125
77.4765,-15.775
77.4813,-15.5875
77.4862,-15.675
77.491,-15.5625
77.4958,-15.7375
77.5007,-15.6375
77.5055,-15.5687
77.5104,-15.5875
77.5152,-15.6313
77.5201,-15.4562
77.5249,-15.6313
77.5297,-15.5875
77.5346,-15.5938
77.5394,-15.6062
77.5443,-15.6187
77.5491,-15.5
77.5539,-15.5
77.5588,-15.4875
77.5636,-15.4313
77.5684,-15.4812
77.5732,-15.4812
77.5781,-15.4313
77.5829,-15.4875
77.5877,-15.4875
77.5926,-15.4688
77.5974,-15.3813
77.6022,-15.5312
77.607,-15.3562
77.6119,-15.3062
77.6167,-15.2875
77.6215,-15.2875
77.6263,-15.3313
77.6312,-15.2063
77.636,-15.325
77.6408,-15.175
77.6456,-15.2688
77.6504,-15.1813
77.6552,-15.2812
77.6601,-15.2188
77.6649,-15.1625
77.6697,-15.1312
77.6745,-15.1875
77.6793,-15.2375
77.6841,-15.2937
77.6889,-15.2625
77.6937,-15.2437
77.6986,-15.1562
77.7034,-15.2
77.7082,-15.2688
77.713,-15.1687
77.7178,-15.3
77.7226,-15.1562
77.7274,-15.1562
77.7322,-15.3188
77.737,-15.2437
77.7418,-15.1437
77.7466,-15.2063
77.7514,-15.15
77.7562,-15.1437
77.761,-15.175
77.7658,-15.3062
77.7706,-15.3
77.7754,-15.2063
77.7802,-15.275
77.785,-15.325
77.7897,-15.4
77.7945,-15.3125
77.7993,-15.275
77.8041,-15.3
77.8089,-15.2937
77.8137,-15.4
77.8185,-15.1312
77.8233,-15.4
77.8281,-15.3813
77.8328,-15.3375
77.8376,-15.4187
77.8424,-15.5188
77.8472,-15.5938
77.852,-15.4562
77.8567,-15.525
77.8615,-15.5125
77.8663,-15.4688
77.8711,-15.4187
77.8759,-15.45
77.8806,-15.6313
77.8854,-15.5625
77.8902,-15.5062
77.895,-15.275
77.8997,-15.4562
77.9045,-15.5813
77.9093,-15.4812
77.914,-15.5
77.9188,-15.3875
77.9236,-15.3687
77.9283,-15.5062
77.9331,-15.475
77.9379,-15.5188
77.9426,-15.45
77.9474,-15.3125
77.9522,-15.2875
77.9569,-15.4187
77.9617,-15.275
77.9664,-15.2937
77.9712,-15.3375
77.976,-15.3188
77.9807,-15.25
77.9855,-15.1125
77.9902,-15.2125
77.995,-15.1562
77.9997,-15.125
78.0045,-15.0688
78.0092,-15.1
78.014,-15
78.0187,-15.1375
78.0235,-15
78.0282,-14.9812
78.033,-15.1687
78.0377,-14.95
78.0425,-14.975
78.0472,-14.9375
78.052,-15.0812
78.0567,-15.1375
78.0615,-15.1562
78.0662,-15.2
78.0709,-15.1
78.0757,-15.0312
78.0804,-15.0125
78.0851,-14.9875
78.0899,-15.0625
78.0946,-15.0188
78.0994,-15.0938
78.1041,-15
78.1088,-14.9188
78.1136,-14.9
78.1183,-14.9188
78.123,-14.925
78.1277,-14.8063
78.1325,-14.8312
78.1372,-14.7875
78.1419,-14.85
78.1467,-14.8187
78.1514,-14.7687
78.1561,-14.7375
78.1608,-14.8312
78.1656,-14.7563
78.1703,-14.5938
78.175,-14.6063
78.1797,-14.5938
78.1844,-14.6375
78.1892,-14.4625
78.1939,-14.5375
78.1986,-14.5563
78.2033,-14.5125
78.208,-14.7
78.2127,-14.7
78.2175,-14.6063
78.2222,-14.65
78.2269,-14.675
78.2316,-14.675
78.2363,-14.6562
78.241,-14.7687
78.2457,-14.7187
78.2504,-14.6562
78.2551,-14.6312
78.2598,-14.6562
78.2645,-14.5312
78.2692,-14.6625
78.2739,-14.6125
78.2786,-14.5312
78.2833,-14.2688
78.288,-14.5125
78.2927,-14.35
78.2974,-14.3813
78.3021,-14.3187
78.3068,-14.5
78.3115,-14.3687
78.3162,-14.4938
78.3209,-14.4438
78.3256,-14.3375
78.3303,-14.4125
78.335,-14.4688
78.3397,-14.5125
78.3444,-14.5
78.3491,-14.4438
78.3538,-14.5312
78.3584,-14.4062
78.3631,-14.3062
78.3678,-14.3562
78.3725,-14.3313
78.3772,-14.5437
78.3819,-14.3375
78.3865,-14.4688
78.3912,-14.375
78.3959,-14.3062
78.4006,-14.5813
78.4053,-14.4562
78.4099,-14.55
78.4146,-14.5
78.4193,-14.6
78.424,-14.6625
78.4286,-14.7125
78.4333,-14.7312
78.438,-14.75
78.4427,-14.7937
78.4473,-14.8875
78.452,-14.7625
78.4567,-14.7937
78.4613,-14.7625
78.466,-14.925
78.4707,-14.8375
78.4753,-14.8938
78.48,-14.9375
78.4847,-15.0063
78.4893,-14.9312
78.494,-15.0625
78.4986,-14.9688
78.5033,-15
78.508,-15.1
78.5126,-15.225
78.5173,-15.15
78.5219,-15.3188
78.5266,-15.2562
78.5312,-15.1375
78.5359,-15.2437
78.5405,-15.2812
78.5452,-15.2
78.5499,-15.2688
78.5545,-15.275
78.5592,-15.2375
78.5638,-15.3875
78.5685,-15.3188
78.5731,-15.275
78.5777,-15.375
78.5824,-15.375
78.587,-15.3375
78.5917,-15.2688
78.5963,-15.2
78.601,-15.2812
78.6056,-15.3125
78.6102,-15.2937
78.6149,-15.475
78.6195,-15.4
78.6241,-15.4562
78.6288,-15.4625
78.6334,-15.325
78.638,-15.5
78.6427,-15.4
78.6473,-15.4313
78.6519,-15.475
78.6566,-15.4062
78.6612,-15.6062
78.6658,-15.4062
78.6705,-15.3813
78.6751,-15.2562
78.6797,-15.325
78.6843,-15.2562
78.689,-15.2688
78.6936,-15.2
78.6982,-15.2313
78.7028,-15.2937
78.7075,-14.9062
78.7121,-15.0688
78.7167,-15.0375
78.7213,-15.1
78.7259,-14.9625
78.7306,-15.0812
78.7352,-14.9812
78.7398,-14.9188
78.7444,-15
78.749,-15.0063
78.7536,-14.9188
78.7582,-14.9312
78.7628,-15.0312
78.7675,-15.025
78.7721,-14.8562
